1,80,51,1,0.37323174262279557,0.004726808971176943
2,80,35,1,0.13780249034819925,0.0035209772559231522
3,80,26,1,0.0527257601426927,0.0020080733888870883
4,80,26,1,0.0527257601426927,0.0020080733888870883
5,80,26,1,0.0527257601426927,0.0020080733888870883
6,80,26,1,0.0527257601426927,0.0020080733888870883
7,80,31,0,None,None
8,80,42,0,None,None
9,80,53,0,None,None
10,80,62,0,None,None
11,80,68,0,None,None
12,80,72,0,None,None
13,80,75,0,None,None
14,80,77,0,None,None
15,80,78,0,None,None
16,80,78,0,None,None
1,90,57,1,0.3676349967804734,0.004189239894671681
2,90,39,1,0.12427514971073961,0.0029604421801397995
3,90,29,1,0.05132642230797069,0.0017468355877834352
4,90,29,1,0.05132642230797069,0.0017468355877834352
5,90,29,1,0.05132642230797069,0.0017468355877834352
6,90,29,1,0.05132642230797069,0.0017468355877834352
7,90,31,0,None,None
8,90,44,0,None,None
9,90,57,0,None,None
10,90,67,0,None,None
11,90,75,0,None,None
12,90,80,0,None,None
13,90,84,0,None,None
14,90,86,0,None,None
15,90,87,0,None,None
16,90,88,0,None,None
1,100,63,1,0.36318508953572537,0.0037608015255921057
2,100,43,1,0.1314116496539477,0.002733855341540359
3,100,32,1,0.04473900562221478,0.001430007146173251
4,100,31,1,0.04473900562221478,0.001430007146173251
5,100,31,1,0.04473900562221478,0.001430007146173251
6,100,31,1,0.04473900562221478,0.001430007146173251
7,100,32,0,None,None
8,100,46,0,None,None
9,100,61,0,None,None
10,100,73,0,None,None
11,100,82,0,None,None
12,100,88,0,None,None
13,100,93,0,None,None
14,100,95,0,None,None
15,100,97,0,None,None
16,100,98,0,None,None
1,110,70,1,0.3595624652672653,0.0034114716304268766
2,110,48,1,0.1291248247655975,0.0024577364304632088
3,110,35,1,0.049328298383923386,0.001384264052493478
4,110,33,1,0.03970627515022651,0.0011954561558171761
5,110,33,1,0.03970627515022651,0.0011954561558171761
6,110,33,1,0.03970627515022651,0.0011954561558171761
7,110,32,0,None,None
8,110,48,0,None,None
9,110,64,0,None,None
10,110,78,0,None,None
11,110,89,0,None,None
12,110,96,0,None,None
13,110,101,0,None,None
14,110,104,0,None,None
15,110,106,0,None,None
16,110,108,0,None,None
1,120,76,1,0.36812236212230565,0.003122577909527302
2,120,52,1,0.13474087525818268,0.002297425404105047
3,120,38,1,0.0485903851624212,0.001253566537177897
4,120,36,1,0.03980470469576958,0.0010952936331626306
5,120,36,1,0.03980470469576958,0.0010952936331626306
6,120,36,1,0.03980470469576958,0.0010952936331626306
7,120,36,1,0.03980470469576958,0.0010952936331626306
8,120,49,0,None,None
9,120,67,0,None,None
10,120,82,0,None,None
11,120,95,0,None,None
12,120,104,0,None,None
13,120,109,0,None,None
14,120,113,0,None,None
15,120,116,0,None,None
16,120,117,0,None,None
1,130,82,1,0.3646605742031972,0.0028782218346788957
2,130,56,1,0.13252664335408704,0.0020998293790991385
3,130,42,1,0.047970844035602145,0.0011452010481434183
4,130,38,1,0.03614211405680989,0.0009440080549003582
5,130,38,1,0.03614211405680989,0.0009440080549003582
6,130,38,1,0.03614211405680989,0.0009440080549003582
7,130,38,1,0.03614211405680989,0.0009440080549003582
8,130,50,0,None,None
9,130,69,0,None,None
10,130,87,0,None,None
11,130,101,0,None,None
12,130,111,0,None,None
13,130,118,0,None,None
14,130,122,0,None,None
15,130,125,0,None,None
16,130,127,0,None,None
1,140,88,1,0.3617047139137023,0.002669138250243508
2,140,61,1,0.13713886274476117,0.001980696720859876
3,140,45,1,0.04744334388005522,0.0010539313328218336
4,140,40,1,0.03315557627756205,0.0008238994043804349
5,140,40,1,0.03315557627756205,0.0008238994043804349
6,140,40,1,0.03315557627756205,0.0008238994043804349
7,140,40,1,0.03315557627756205,0.0008238994043804349
8,140,51,0,None,None
9,140,71,0,None,None
10,140,91,0,None,None
11,140,107,0,None,None
12,140,118,0,None,None
13,140,126,0,None,None
14,140,131,0,None,None
15,140,134,0,None,None
16,140,136,0,None,None
1,150,95,1,0.3591514846742715,0.00248823799431952
2,150,65,1,0.135044143344501,0.001832412765889302
3,150,48,1,0.050693152090602656,0.0010266600416227734
4,150,42,1,0.030681499358611974,0.000726911102354233
5,150,42,1,0.030681499358611974,0.000726911102354233
6,150,42,1,0.030681499358611974,0.000726911102354233
7,150,42,1,0.030681499358611974,0.000726911102354233
8,150,52,0,None,None
9,150,73,0,None,None
10,150,95,0,None,None
11,150,112,0,None,None
12,150,125,0,None,None
13,150,134,0,None,None
14,150,140,0,None,None
15,150,144,0,None,None
16,150,146,0,None,None
1,160,101,1,0.35692390571555277,0.002330204826766602
2,160,69,1,0.1332239163245449,0.001704501805871672
3,160,51,1,0.05004593606582075,0.0009532153196405435
4,160,44,1,0.028603733916519603,0.0006474199457909835
5,160,44,1,0.028603733916519603,0.0006474199457909835
6,160,44,1,0.028603733916519603,0.0006474199457909835
7,160,44,1,0.028603733916519603,0.0006474199457909835
8,160,52,0,None,None
9,160,75,0,None,None
10,160,98,0,None,None
11,160,117,0,None,None
12,160,132,0,None,None
13,160,142,0,None,None
14,160,149,0,None,None
15,160,153,0,None,None
16,160,155,0,None,None
1,170,107,1,0.35496343683018394,0.0021909757981763978
2,170,74,1,0.13162766201501463,0.0015930746745975721
3,170,54,1,0.04624552072513477,0.000850144349713533
4,170,46,1,0.026837849337249753,0.0005814097876464253
5,170,46,1,0.026837849337249753,0.0005814097876464253
6,170,46,1,0.026837849337249753,0.0005814097876464253
7,170,46,1,0.026837849337249753,0.0005814097876464253
8,170,53,0,None,None
9,170,77,0,None,None
10,170,101,0,None,None
11,170,123,0,None,None
12,170,139,0,None,None
13,170,150,0,None,None
14,170,157,0,None,None
15,170,162,0,None,None
16,170,165,0,None,None
1,180,114,1,0.3686072019523601,0.002068941455515283
2,180,78,1,0.13524585941592637,0.0015239508673261515
3,180,57,1,0.04593777489131967,0.0007985758022935885
4,180,48,1,0.02532119340608119,0.0005259529979235733
5,180,48,1,0.02532119340608119,0.0005259529979235733
6,180,48,1,0.02532119340608119,0.0005259529979235733
7,180,48,1,0.02532119340608119,0.0005259529979235733
8,180,53,0,None,None
9,180,78,0,None,None
10,180,105,0,None,None
11,180,128,0,None,None
12,180,145,0,None,None
13,180,157,0,None,None
14,180,166,0,None,None
15,180,171,0,None,None
16,180,174,0,None,None
1,190,120,1,0.3662122937607887,0.0019587822565577673
2,190,82,1,0.13370117416412775,0.001434436340751577
3,190,61,1,0.04853115312390943,0.0007842757588187865
4,190,50,1,0.02400642098547001,0.00047887608952934535
5,190,50,1,0.02400642098547001,0.00047887608952934535
6,190,50,1,0.02400642098547001,0.00047887608952934535
7,190,50,1,0.02400642098547001,0.00047887608952934535
8,190,53,0,None,None
9,190,80,0,None,None
10,190,107,0,None,None
11,190,132,0,None,None
12,190,151,0,None,None
13,190,165,0,None,None
14,190,174,0,None,None
15,190,180,0,None,None
16,190,184,0,None,None
1,200,126,1,0.364062516988764,0.0018596917380807598
2,200,87,1,0.13687248426100151,0.0013778392782902715
3,200,64,1,0.04813150978123115,0.0007404096256224957
4,200,52,1,0.022857170741453325,0.00043853876542787606
5,200,52,1,0.022857170741453325,0.00043853876542787606
6,200,52,1,0.022857170741453325,0.00043853876542787606
7,200,52,1,0.022857170741453325,0.00043853876542787606
8,200,54,0,None,None
9,200,81,0,None,None
10,200,110,0,None,None
11,200,137,0,None,None
12,200,158,0,None,None
13,200,173,0,None,None
14,200,183,0,None,None
15,200,189,0,None,None
16,200,193,0,None,None
